STATION,NAME,DATE,PRCP,TAVG,TMAX,TMIN
IN012070800,"BOMBAY SANTACRUZ, IN",9/22/2005,3.23,77,,76
IN012070800,"BOMBAY SANTACRUZ, IN",9/23/2005,3.39,80,83,76
IN012070800,"BOMBAY SANTACRUZ, IN",9/24/2005,0.12,81,85,
IN012070800,"BOMBAY SANTACRUZ, IN",9/25/2005,0.08,82,87,77
IN012070800,"BOMBAY SANTACRUZ, IN",9/26/2005,0.03,81,87,76
IN012070800,"BOMBAY SANTACRUZ, IN",9/27/2005,0,81,89,76
IN012070800,"BOMBAY SANTACRUZ, IN",9/28/2005,,81,88,75
IN012070800,"BOMBAY SANTACRUZ, IN",9/29/2005,,81,87,75
IN012070800,"BOMBAY SANTACRUZ, IN",9/30/2005,0,78,82,
IN012070800,"BOMBAY SANTACRUZ, IN",10/1/2005,0.24,80,86,73
IN012070800,"BOMBAY SANTACRUZ, IN",10/2/2005,0,80,86,75
IN012070800,"BOMBAY SANTACRUZ, IN",10/3/2005,0.03,78,81,
IN012070800,"BOMBAY SANTACRUZ, IN",10/4/2005,0.98,81,87,75
IN012070800,"BOMBAY SANTACRUZ, IN",10/5/2005,0,81,87,76
IN012070800,"BOMBAY SANTACRUZ, IN",10/6/2005,,84,91,74
IN012070800,"BOMBAY SANTACRUZ, IN",10/7/2005,,85,95,78
IN012070800,"BOMBAY SANTACRUZ, IN",10/8/2005,,85,96,77
IN012070800,"BOMBAY SANTACRUZ, IN",10/9/2005,,84,97,76
IN012070800,"BOMBAY SANTACRUZ, IN",10/10/2005,,84,97,72
IN012070800,"BOMBAY SANTACRUZ, IN",10/11/2005,,86,97,73
IN012070800,"BOMBAY SANTACRUZ, IN",10/12/2005,,86,97,74
IN012070800,"BOMBAY SANTACRUZ, IN",10/13/2005,,87,98,76
IN012070800,"BOMBAY SANTACRUZ, IN",10/14/2005,,84,91,78
IN012070800,"BOMBAY SANTACRUZ, IN",10/15/2005,,83,91,79
IN012070800,"BOMBAY SANTACRUZ, IN",10/16/2005,,82,89,
IN012070800,"BOMBAY SANTACRUZ, IN",10/17/2005,0,82,93,
IN012070800,"BOMBAY SANTACRUZ, IN",10/18/2005,,82,91,
IN012070800,"BOMBAY SANTACRUZ, IN",10/19/2005,,83,90,79
IN012070800,"BOMBAY SANTACRUZ, IN",10/20/2005,,83,91,
IN012070800,"BOMBAY SANTACRUZ, IN",10/21/2005,,83,92,
IN012070800,"BOMBAY SANTACRUZ, IN",10/22/2005,,82,96,
IN012070800,"BOMBAY SANTACRUZ, IN",10/23/2005,,82,94,70
IN012070800,"BOMBAY SANTACRUZ, IN",10/24/2005,,81,94,
IN012070800,"BOMBAY SANTACRUZ, IN",10/25/2005,,82,95,70
IN012070800,"BOMBAY SANTACRUZ, IN",10/26/2005,,82,,74
IN012070800,"BOMBAY SANTACRUZ, IN",10/27/2005,0.02,81,92,
IN012070800,"BOMBAY SANTACRUZ, IN",10/28/2005,0,80,93,66
IN012070800,"BOMBAY SANTACRUZ, IN",10/29/2005,,79,92,68
IN012070800,"BOMBAY SANTACRUZ, IN",10/30/2005,,79,,65
IN012070800,"BOMBAY SANTACRUZ, IN",10/31/2005,,78,92,64
IN012070800,"BOMBAY SANTACRUZ, IN",11/1/2005,,78,91,63
IN012070800,"BOMBAY SANTACRUZ, IN",11/2/2005,,80,89,71
IN012070800,"BOMBAY SANTACRUZ, IN",11/3/2005,,81,93,72
IN012070800,"BOMBAY SANTACRUZ, IN",11/4/2005,,82,96,71
IN012070800,"BOMBAY SANTACRUZ, IN",11/5/2005,,82,95,69
IN012070800,"BOMBAY SANTACRUZ, IN",11/6/2005,,80,92,70
IN012070800,"BOMBAY SANTACRUZ, IN",11/7/2005,,81,,
IN012070800,"BOMBAY SANTACRUZ, IN",11/8/2005,,81,93,69
IN012070800,"BOMBAY SANTACRUZ, IN",11/9/2005,,78,91,
IN012070800,"BOMBAY SANTACRUZ, IN",11/10/2005,,79,93,62
IN012070800,"BOMBAY SANTACRUZ, IN",11/11/2005,,78,93,61
IN012070800,"BOMBAY SANTACRUZ, IN",11/12/2005,,79,94,61
IN012070800,"BOMBAY SANTACRUZ, IN",11/13/2005,,80,,64
IN012070800,"BOMBAY SANTACRUZ, IN",11/14/2005,,78,92,61
IN012070800,"BOMBAY SANTACRUZ, IN",11/15/2005,,80,93,65
IN012070800,"BOMBAY SANTACRUZ, IN",11/16/2005,,80,94,64
IN012070800,"BOMBAY SANTACRUZ, IN",11/17/2005,,80,94,64
IN012070800,"BOMBAY SANTACRUZ, IN",11/18/2005,,78,96,63
IN012070800,"BOMBAY SANTACRUZ, IN",11/19/2005,,78,94,66
IN012070800,"BOMBAY SANTACRUZ, IN",11/20/2005,,79,94,65
IN012070800,"BOMBAY SANTACRUZ, IN",11/21/2005,,80,96,62
IN012070800,"BOMBAY SANTACRUZ, IN",11/22/2005,,79,94,59
IN012070800,"BOMBAY SANTACRUZ, IN",11/23/2005,,80,95,63
IN012070800,"BOMBAY SANTACRUZ, IN",11/24/2005,,80,96,62
IN012070800,"BOMBAY SANTACRUZ, IN",11/25/2005,,80,95,67
IN012070800,"BOMBAY SANTACRUZ, IN",11/26/2005,,81,96,66
IN012070800,"BOMBAY SANTACRUZ, IN",11/27/2005,,78,91,
IN012070800,"BOMBAY SANTACRUZ, IN",11/28/2005,,80,93,67
IN012070800,"BOMBAY SANTACRUZ, IN",11/29/2005,,80,91,67
IN012070800,"BOMBAY SANTACRUZ, IN",11/30/2005,,79,92,69
IN012070800,"BOMBAY SANTACRUZ, IN",12/1/2005,,76,83,70
IN012070800,"BOMBAY SANTACRUZ, IN",12/2/2005,,80,93,68
IN012070800,"BOMBAY SANTACRUZ, IN",12/3/2005,,81,93,66
IN012070800,"BOMBAY SANTACRUZ, IN",12/4/2005,,81,95,71
IN012070800,"BOMBAY SANTACRUZ, IN",12/5/2005,,82,98,
IN012070800,"BOMBAY SANTACRUZ, IN",12/6/2005,,83,94,
IN012070800,"BOMBAY SANTACRUZ, IN",12/7/2005,,80,94,66
IN012070800,"BOMBAY SANTACRUZ, IN",12/8/2005,,79,92,65
IN012070800,"BOMBAY SANTACRUZ, IN",12/9/2005,,80,95,65
IN012070800,"BOMBAY SANTACRUZ, IN",12/10/2005,,79,92,64
IN012070800,"BOMBAY SANTACRUZ, IN",12/11/2005,,79,93,64
IN012070800,"BOMBAY SANTACRUZ, IN",12/12/2005,,79,93,
IN012070800,"BOMBAY SANTACRUZ, IN",12/13/2005,,79,93,62
IN012070800,"BOMBAY SANTACRUZ, IN",12/14/2005,,77,92,60
IN012070800,"BOMBAY SANTACRUZ, IN",12/15/2005,,77,,59
IN012070800,"BOMBAY SANTACRUZ, IN",12/16/2005,,77,91,60
IN012070800,"BOMBAY SANTACRUZ, IN",12/17/2005,,77,91,60
IN012070800,"BOMBAY SANTACRUZ, IN",12/18/2005,,75,89,57
IN012070800,"BOMBAY SANTACRUZ, IN",12/19/2005,,73,,56
IN012070800,"BOMBAY SANTACRUZ, IN",12/20/2005,,72,84,56
IN012070800,"BOMBAY SANTACRUZ, IN",12/21/2005,,71,83,53
IN012070800,"BOMBAY SANTACRUZ, IN",12/22/2005,,72,82,57
IN012070800,"BOMBAY SANTACRUZ, IN",12/23/2005,,72,81,
IN012070800,"BOMBAY SANTACRUZ, IN",12/24/2005,,75,87,56
IN012070800,"BOMBAY SANTACRUZ, IN",12/25/2005,,77,90,
IN012070800,"BOMBAY SANTACRUZ, IN",12/26/2005,,75,90,
IN012070800,"BOMBAY SANTACRUZ, IN",12/27/2005,,75,85,58
IN012070800,"BOMBAY SANTACRUZ, IN",12/28/2005,,76,90,
IN012070800,"BOMBAY SANTACRUZ, IN",12/29/2005,,74,87,59
IN012070800,"BOMBAY SANTACRUZ, IN",12/30/2005,,74,85,58
IN012070800,"BOMBAY SANTACRUZ, IN",12/31/2005,,77,90,57
IN012070800,"BOMBAY SANTACRUZ, IN",1/1/2006,,74,89,59
IN012070800,"BOMBAY SANTACRUZ, IN",1/2/2006,,73,81,61
IN012070800,"BOMBAY SANTACRUZ, IN",1/3/2006,,73,,63
IN012070800,"BOMBAY SANTACRUZ, IN",1/4/2006,,75,91,60
IN012070800,"BOMBAY SANTACRUZ, IN",1/5/2006,,75,92,61
IN012070800,"BOMBAY SANTACRUZ, IN",1/6/2006,,77,90,61
IN012070800,"BOMBAY SANTACRUZ, IN",1/7/2006,,77,95,60
IN012070800,"BOMBAY SANTACRUZ, IN",1/8/2006,,79,94,62
IN012070800,"BOMBAY SANTACRUZ, IN",1/9/2006,,80,95,65
IN012070800,"BOMBAY SANTACRUZ, IN",1/10/2006,,81,94,65
IN012070800,"BOMBAY SANTACRUZ, IN",1/11/2006,,79,96,64
IN012070800,"BOMBAY SANTACRUZ, IN",1/12/2006,,76,87,63
IN012070800,"BOMBAY SANTACRUZ, IN",1/13/2006,,76,92,60
IN012070800,"BOMBAY SANTACRUZ, IN",1/14/2006,,77,93,59
IN012070800,"BOMBAY SANTACRUZ, IN",1/15/2006,,81,99,
IN012070800,"BOMBAY SANTACRUZ, IN",1/16/2006,,80,93,66
IN012070800,"BOMBAY SANTACRUZ, IN",1/17/2006,,78,90,65
IN012070800,"BOMBAY SANTACRUZ, IN",1/18/2006,,78,88,64
IN012070800,"BOMBAY SANTACRUZ, IN",1/19/2006,,78,95,64
IN012070800,"BOMBAY SANTACRUZ, IN",1/20/2006,,76,90,65
IN012070800,"BOMBAY SANTACRUZ, IN",1/21/2006,,76,,62
IN012070800,"BOMBAY SANTACRUZ, IN",1/22/2006,,74,86,61
IN012070800,"BOMBAY SANTACRUZ, IN",1/23/2006,,72,82,61
IN012070800,"BOMBAY SANTACRUZ, IN",1/24/2006,,73,87,56
IN012070800,"BOMBAY SANTACRUZ, IN",1/25/2006,,75,87,58
IN012070800,"BOMBAY SANTACRUZ, IN",1/26/2006,,75,92,
IN012070800,"BOMBAY SANTACRUZ, IN",1/27/2006,,74,93,56
IN012070800,"BOMBAY SANTACRUZ, IN",1/28/2006,,77,95,55
IN012070800,"BOMBAY SANTACRUZ, IN",1/29/2006,,77,94,
IN012070800,"BOMBAY SANTACRUZ, IN",1/30/2006,,77,96,58
IN012070800,"BOMBAY SANTACRUZ, IN",1/31/2006,,78,97,59
IN012070800,"BOMBAY SANTACRUZ, IN",2/1/2006,,78,92,63
IN012070800,"BOMBAY SANTACRUZ, IN",2/2/2006,,80,97,62
IN012070800,"BOMBAY SANTACRUZ, IN",2/3/2006,,81,99,64
IN012070800,"BOMBAY SANTACRUZ, IN",2/4/2006,,81,,64
IN012070800,"BOMBAY SANTACRUZ, IN",2/5/2006,,81,96,62
IN012070800,"BOMBAY SANTACRUZ, IN",2/6/2006,,80,94,60
IN012070800,"BOMBAY SANTACRUZ, IN",2/7/2006,,79,92,60
IN012070800,"BOMBAY SANTACRUZ, IN",2/8/2006,,78,92,62
IN012070800,"BOMBAY SANTACRUZ, IN",2/9/2006,,79,95,61
IN012070800,"BOMBAY SANTACRUZ, IN",2/10/2006,,78,92,62
IN012070800,"BOMBAY SANTACRUZ, IN",2/11/2006,,79,98,61
IN012070800,"BOMBAY SANTACRUZ, IN",2/12/2006,,80,95,62
IN012070800,"BOMBAY SANTACRUZ, IN",2/13/2006,,79,96,65
IN012070800,"BOMBAY SANTACRUZ, IN",2/14/2006,,79,90,65
IN012070800,"BOMBAY SANTACRUZ, IN",2/15/2006,,80,91,69
IN012070800,"BOMBAY SANTACRUZ, IN",2/16/2006,,78,90,64
IN012070800,"BOMBAY SANTACRUZ, IN",2/17/2006,,78,,63
IN012070800,"BOMBAY SANTACRUZ, IN",2/18/2006,,79,93,65
IN012070800,"BOMBAY SANTACRUZ, IN",2/19/2006,,82,95,65
IN012070800,"BOMBAY SANTACRUZ, IN",2/20/2006,,83,97,68
IN012070800,"BOMBAY SANTACRUZ, IN",2/21/2006,,84,97,70
IN012070800,"BOMBAY SANTACRUZ, IN",2/22/2006,,80,90,71
IN012070800,"BOMBAY SANTACRUZ, IN",2/23/2006,,83,93,70
IN012070800,"BOMBAY SANTACRUZ, IN",2/24/2006,,87,,70
IN012070800,"BOMBAY SANTACRUZ, IN",2/25/2006,,81,93,71
IN012070800,"BOMBAY SANTACRUZ, IN",2/26/2006,,80,89,74
IN012070800,"BOMBAY SANTACRUZ, IN",2/27/2006,,81,90,72
IN012070800,"BOMBAY SANTACRUZ, IN",2/28/2006,,81,92,72
IN012070800,"BOMBAY SANTACRUZ, IN",3/1/2006,,81,92,73
IN012070800,"BOMBAY SANTACRUZ, IN",3/2/2006,,83,92,72
IN012070800,"BOMBAY SANTACRUZ, IN",3/3/2006,,81,92,71
IN012070800,"BOMBAY SANTACRUZ, IN",3/4/2006,,80,93,
IN012070800,"BOMBAY SANTACRUZ, IN",3/5/2006,,78,88,61
IN012070800,"BOMBAY SANTACRUZ, IN",3/6/2006,,77,87,64
IN012070800,"BOMBAY SANTACRUZ, IN",3/7/2006,,78,87,68
IN012070800,"BOMBAY SANTACRUZ, IN",3/8/2006,,78,87,69
IN012070800,"BOMBAY SANTACRUZ, IN",3/9/2006,0.04,73,,
IN012070800,"BOMBAY SANTACRUZ, IN",3/10/2006,0.47,77,84,65
IN012070800,"BOMBAY SANTACRUZ, IN",3/11/2006,0,76,85,
IN012070800,"BOMBAY SANTACRUZ, IN",3/12/2006,,77,86,66
IN012070800,"BOMBAY SANTACRUZ, IN",3/13/2006,,80,89,66
IN012070800,"BOMBAY SANTACRUZ, IN",3/14/2006,,80,89,70
IN012070800,"BOMBAY SANTACRUZ, IN",3/15/2006,,79,86,
IN012070800,"BOMBAY SANTACRUZ, IN",3/16/2006,,79,86,71
IN012070800,"BOMBAY SANTACRUZ, IN",3/17/2006,,80,89,70
IN012070800,"BOMBAY SANTACRUZ, IN",3/18/2006,,80,89,72
IN012070800,"BOMBAY SANTACRUZ, IN",3/19/2006,,83,96,73
IN012070800,"BOMBAY SANTACRUZ, IN",3/20/2006,,83,95,74
IN012070800,"BOMBAY SANTACRUZ, IN",3/21/2006,,81,90,71
IN012070800,"BOMBAY SANTACRUZ, IN",3/22/2006,,86,97,69
IN012070800,"BOMBAY SANTACRUZ, IN",3/23/2006,,84,94,73
IN012070800,"BOMBAY SANTACRUZ, IN",3/24/2006,,82,92,73
IN012070800,"BOMBAY SANTACRUZ, IN",3/25/2006,,83,,71
IN012070800,"BOMBAY SANTACRUZ, IN",3/26/2006,,82,93,
IN012070800,"BOMBAY SANTACRUZ, IN",3/27/2006,,81,89,68
IN012070800,"BOMBAY SANTACRUZ, IN",3/28/2006,,84,93,69
IN012070800,"BOMBAY SANTACRUZ, IN",3/29/2006,,88,100,67
IN012070800,"BOMBAY SANTACRUZ, IN",3/30/2006,,85,99,71
IN012070800,"BOMBAY SANTACRUZ, IN",3/31/2006,,82,89,
IN012070800,"BOMBAY SANTACRUZ, IN",4/1/2006,,82,90,73
IN012070800,"BOMBAY SANTACRUZ, IN",4/2/2006,,82,91,72
IN012070800,"BOMBAY SANTACRUZ, IN",4/3/2006,,81,89,70
IN012070800,"BOMBAY SANTACRUZ, IN",4/4/2006,,82,93,71
IN012070800,"BOMBAY SANTACRUZ, IN",4/5/2006,,83,91,72
IN012070800,"BOMBAY SANTACRUZ, IN",4/6/2006,,82,89,74
IN012070800,"BOMBAY SANTACRUZ, IN",4/7/2006,,82,90,74
IN012070800,"BOMBAY SANTACRUZ, IN",4/8/2006,,82,92,73
IN012070800,"BOMBAY SANTACRUZ, IN",4/9/2006,,82,92,75
IN012070800,"BOMBAY SANTACRUZ, IN",4/10/2006,,82,91,74
IN012070800,"BOMBAY SANTACRUZ, IN",4/11/2006,,81,89,75
IN012070800,"BOMBAY SANTACRUZ, IN",4/12/2006,,80,88,
IN012070800,"BOMBAY SANTACRUZ, IN",4/13/2006,,81,88,72
IN012070800,"BOMBAY SANTACRUZ, IN",4/14/2006,,82,90,72
IN012070800,"BOMBAY SANTACRUZ, IN",4/15/2006,,83,91,73
IN012070800,"BOMBAY SANTACRUZ, IN",4/16/2006,,82,89,76
IN012070800,"BOMBAY SANTACRUZ, IN",4/17/2006,,81,89,75
IN012070800,"BOMBAY SANTACRUZ, IN",4/18/2006,,82,89,75
IN012070800,"BOMBAY SANTACRUZ, IN",4/19/2006,,84,93,76
IN012070800,"BOMBAY SANTACRUZ, IN",4/20/2006,,84,96,75
IN012070800,"BOMBAY SANTACRUZ, IN",4/21/2006,,84,93,78
IN012070800,"BOMBAY SANTACRUZ, IN",4/22/2006,,83,91,78
IN012070800,"BOMBAY SANTACRUZ, IN",4/23/2006,,82,90,77
IN012070800,"BOMBAY SANTACRUZ, IN",4/24/2006,,82,91,75
IN012070800,"BOMBAY SANTACRUZ, IN",4/25/2006,,82,90,75
IN012070800,"BOMBAY SANTACRUZ, IN",4/26/2006,,82,90,76
IN012070800,"BOMBAY SANTACRUZ, IN",4/27/2006,,82,90,75
IN012070800,"BOMBAY SANTACRUZ, IN",4/28/2006,,82,89,75
IN012070800,"BOMBAY SANTACRUZ, IN",4/29/2006,,82,90,76
IN012070800,"BOMBAY SANTACRUZ, IN",4/30/2006,,82,90,76
IN012070800,"BOMBAY SANTACRUZ, IN",5/1/2006,,83,90,77
IN012070800,"BOMBAY SANTACRUZ, IN",5/2/2006,,84,91,76
IN012070800,"BOMBAY SANTACRUZ, IN",5/3/2006,,83,91,78
IN012070800,"BOMBAY SANTACRUZ, IN",5/4/2006,,83,91,77
IN012070800,"BOMBAY SANTACRUZ, IN",5/5/2006,,84,91,78
IN012070800,"BOMBAY SANTACRUZ, IN",5/6/2006,,84,91,79
IN012070800,"BOMBAY SANTACRUZ, IN",5/7/2006,,83,91,78
IN012070800,"BOMBAY SANTACRUZ, IN",5/8/2006,,83,92,
IN012070800,"BOMBAY SANTACRUZ, IN",5/9/2006,0,84,,78
IN012070800,"BOMBAY SANTACRUZ, IN",5/10/2006,,84,92,78
IN012070800,"BOMBAY SANTACRUZ, IN",5/11/2006,,84,92,78
IN012070800,"BOMBAY SANTACRUZ, IN",5/12/2006,,84,93,78
IN012070800,"BOMBAY SANTACRUZ, IN",5/13/2006,,84,92,
IN012070800,"BOMBAY SANTACRUZ, IN",5/14/2006,,85,93,78
IN012070800,"BOMBAY SANTACRUZ, IN",5/15/2006,,85,93,79
IN012070800,"BOMBAY SANTACRUZ, IN",5/16/2006,,85,93,80
IN012070800,"BOMBAY SANTACRUZ, IN",5/17/2006,,85,94,78
IN012070800,"BOMBAY SANTACRUZ, IN",5/18/2006,,85,92,79
IN012070800,"BOMBAY SANTACRUZ, IN",5/19/2006,,85,93,81
IN012070800,"BOMBAY SANTACRUZ, IN",5/20/2006,,85,93,
IN012070800,"BOMBAY SANTACRUZ, IN",5/21/2006,,86,93,
IN012070800,"BOMBAY SANTACRUZ, IN",5/22/2006,,86,95,
IN012070800,"BOMBAY SANTACRUZ, IN",5/23/2006,,86,94,83
IN012070800,"BOMBAY SANTACRUZ, IN",5/24/2006,,86,93,84
IN012070800,"BOMBAY SANTACRUZ, IN",5/25/2006,,86,93,
IN012070800,"BOMBAY SANTACRUZ, IN",5/26/2006,,86,93,84
IN012070800,"BOMBAY SANTACRUZ, IN",5/27/2006,,87,94,
IN012070800,"BOMBAY SANTACRUZ, IN",5/28/2006,0,86,92,
IN012070800,"BOMBAY SANTACRUZ, IN",5/29/2006,,86,94,84
IN012070800,"BOMBAY SANTACRUZ, IN",5/30/2006,,84,93,
IN012070800,"BOMBAY SANTACRUZ, IN",5/31/2006,1.77,78,87,
IN012070800,"BOMBAY SANTACRUZ, IN",6/1/2006,7.09,78,,74
IN012070800,"BOMBAY SANTACRUZ, IN",6/2/2006,0.59,81,87,75
IN012070800,"BOMBAY SANTACRUZ, IN",6/3/2006,0.01,81,90,
IN012070800,"BOMBAY SANTACRUZ, IN",6/4/2006,0.2,82,91,78
IN012070800,"BOMBAY SANTACRUZ, IN",6/5/2006,0,83,91,
IN012070800,"BOMBAY SANTACRUZ, IN",6/6/2006,,83,,
IN012070800,"BOMBAY SANTACRUZ, IN",6/7/2006,0.12,84,91,76
IN012070800,"BOMBAY SANTACRUZ, IN",6/8/2006,0,85,91,81
IN012070800,"BOMBAY SANTACRUZ, IN",6/9/2006,0.01,85,93,
IN012070800,"BOMBAY SANTACRUZ, IN",6/10/2006,0,85,92,79
IN012070800,"BOMBAY SANTACRUZ, IN",6/11/2006,0,85,92,
IN012070800,"BOMBAY SANTACRUZ, IN",6/12/2006,0.08,84,91,79
IN012070800,"BOMBAY SANTACRUZ, IN",6/13/2006,0,84,91,80
IN012070800,"BOMBAY SANTACRUZ, IN",6/14/2006,0.01,85,92,81
IN012070800,"BOMBAY SANTACRUZ, IN",6/15/2006,0.04,85,92,82
IN012070800,"BOMBAY SANTACRUZ, IN",6/16/2006,0.24,85,92,81
IN012070800,"BOMBAY SANTACRUZ, IN",6/17/2006,0,85,92,
IN012070800,"BOMBAY SANTACRUZ, IN",6/18/2006,0.35,86,93,82
IN012070800,"BOMBAY SANTACRUZ, IN",6/19/2006,0,85,93,
IN012070800,"BOMBAY SANTACRUZ, IN",6/20/2006,,83,93,
IN012070800,"BOMBAY SANTACRUZ, IN",6/21/2006,0,83,93,
IN012070800,"BOMBAY SANTACRUZ, IN",6/22/2006,0,82,92,
IN012070800,"BOMBAY SANTACRUZ, IN",6/23/2006,0.83,83,88,75
IN012070800,"BOMBAY SANTACRUZ, IN",6/24/2006,0.43,85,92,76
IN012070800,"BOMBAY SANTACRUZ, IN",6/25/2006,0.59,83,88,79
IN012070800,"BOMBAY SANTACRUZ, IN",6/26/2006,0.01,83,90,80
IN012070800,"BOMBAY SANTACRUZ, IN",6/27/2006,1.77,80,,
IN012070800,"BOMBAY SANTACRUZ, IN",6/28/2006,4.45,83,90,78
IN012070800,"BOMBAY SANTACRUZ, IN",6/29/2006,0.75,82,87,
IN012070800,"BOMBAY SANTACRUZ, IN",6/30/2006,1.3,80,84,
IN012070800,"BOMBAY SANTACRUZ, IN",7/1/2006,2.09,80,,78
IN012070800,"BOMBAY SANTACRUZ, IN",7/2/2006,2.6,79,82,79
IN012070800,"BOMBAY SANTACRUZ, IN",7/3/2006,6.5,78,,
IN012070800,"BOMBAY SANTACRUZ, IN",7/4/2006,5.98,77,,
IN012070800,"BOMBAY SANTACRUZ, IN",7/5/2006,9.09,78,,73
IN012070800,"BOMBAY SANTACRUZ, IN",7/6/2006,4.72,82,89,
IN012070800,"BOMBAY SANTACRUZ, IN",7/7/2006,0.28,83,88,
IN012070800,"BOMBAY SANTACRUZ, IN",7/8/2006,0.04,83,88,
IN012070800,"BOMBAY SANTACRUZ, IN",7/9/2006,0.01,82,88,80
IN012070800,"BOMBAY SANTACRUZ, IN",7/10/2006,0.03,82,86,79
IN012070800,"BOMBAY SANTACRUZ, IN",7/11/2006,0.31,82,88,78
IN012070800,"BOMBAY SANTACRUZ, IN",7/12/2006,0.31,82,,80
IN012070800,"BOMBAY SANTACRUZ, IN",7/13/2006,0.12,83,88,
IN012070800,"BOMBAY SANTACRUZ, IN",7/14/2006,0.16,83,88,
IN012070800,"BOMBAY SANTACRUZ, IN",7/15/2006,0.04,82,88,
IN012070800,"BOMBAY SANTACRUZ, IN",7/16/2006,0.04,83,89,
IN012070800,"BOMBAY SANTACRUZ, IN",7/17/2006,0.08,82,89,80
IN012070800,"BOMBAY SANTACRUZ, IN",7/18/2006,0.01,82,88,68
IN012070800,"BOMBAY SANTACRUZ, IN",7/19/2006,0.08,82,88,78
IN012070800,"BOMBAY SANTACRUZ, IN",7/20/2006,0.2,81,87,
IN012070800,"BOMBAY SANTACRUZ, IN",7/21/2006,0.43,80,85,77
IN012070800,"BOMBAY SANTACRUZ, IN",7/22/2006,0.94,79,,
IN012070800,"BOMBAY SANTACRUZ, IN",7/23/2006,2.4,79,,77
IN012070800,"BOMBAY SANTACRUZ, IN",7/24/2006,1.14,81,87,77
IN012070800,"BOMBAY SANTACRUZ, IN",7/25/2006,0.16,81,87,
IN012070800,"BOMBAY SANTACRUZ, IN",7/26/2006,0.71,81,88,76
IN012070800,"BOMBAY SANTACRUZ, IN",7/27/2006,0.35,81,85,78
IN012070800,"BOMBAY SANTACRUZ, IN",7/28/2006,0.71,80,83,
IN012070800,"BOMBAY SANTACRUZ, IN",7/29/2006,0.71,80,83,
IN012070800,"BOMBAY SANTACRUZ, IN",7/30/2006,0.47,81,84,78
IN012070800,"BOMBAY SANTACRUZ, IN",7/31/2006,1.02,81,87,
IN012070800,"BOMBAY SANTACRUZ, IN",8/1/2006,0.51,80,87,
IN012070800,"BOMBAY SANTACRUZ, IN",8/2/2006,0.94,81,86,
IN012070800,"BOMBAY SANTACRUZ, IN",8/3/2006,0.12,81,87,
IN012070800,"BOMBAY SANTACRUZ, IN",8/4/2006,0.02,81,86,78
IN012070800,"BOMBAY SANTACRUZ, IN",8/5/2006,0.08,78,81,
IN012070800,"BOMBAY SANTACRUZ, IN",8/6/2006,4.53,77,79,
IN012070800,"BOMBAY SANTACRUZ, IN",8/7/2006,8.82,77,,
IN012070800,"BOMBAY SANTACRUZ, IN",8/8/2006,5.75,78,83,
IN012070800,"BOMBAY SANTACRUZ, IN",8/9/2006,4.09,80,83,76
IN012070800,"BOMBAY SANTACRUZ, IN",8/10/2006,0.24,79,82,
IN012070800,"BOMBAY SANTACRUZ, IN",8/11/2006,0.47,80,85,79
IN012070800,"BOMBAY SANTACRUZ, IN",8/12/2006,0.12,80,84,
IN012070800,"BOMBAY SANTACRUZ, IN",8/13/2006,0.28,80,86,78
IN012070800,"BOMBAY SANTACRUZ, IN",8/14/2006,0.2,80,85,
IN012070800,"BOMBAY SANTACRUZ, IN",8/15/2006,0.51,80,86,77
IN012070800,"BOMBAY SANTACRUZ, IN",8/16/2006,2.13,77,80,
IN012070800,"BOMBAY SANTACRUZ, IN",8/17/2006,4.45,79,85,
IN012070800,"BOMBAY SANTACRUZ, IN",8/18/2006,0.31,80,86,79
IN012070800,"BOMBAY SANTACRUZ, IN",8/19/2006,0.04,80,85,
IN012070800,"BOMBAY SANTACRUZ, IN",8/20/2006,0.43,80,86,
IN012070800,"BOMBAY SANTACRUZ, IN",8/21/2006,0.08,80,86,
IN012070800,"BOMBAY SANTACRUZ, IN",8/22/2006,0.01,79,85,
IN012070800,"BOMBAY SANTACRUZ, IN",8/23/2006,0.39,80,87,77
IN012070800,"BOMBAY SANTACRUZ, IN",8/24/2006,0.02,81,87,
IN012070800,"BOMBAY SANTACRUZ, IN",8/25/2006,1.22,80,86,76
IN012070800,"BOMBAY SANTACRUZ, IN",8/26/2006,0.24,80,87,78
IN012070800,"BOMBAY SANTACRUZ, IN",8/27/2006,0.55,80,86,
IN012070800,"BOMBAY SANTACRUZ, IN",8/28/2006,0.31,80,86,
IN012070800,"BOMBAY SANTACRUZ, IN",8/29/2006,0.24,81,87,78
IN012070800,"BOMBAY SANTACRUZ, IN",8/30/2006,0.08,81,86,80
IN012070800,"BOMBAY SANTACRUZ, IN",8/31/2006,0.04,81,88,
IN012070800,"BOMBAY SANTACRUZ, IN",9/1/2006,0,79,84,
IN012070800,"BOMBAY SANTACRUZ, IN",9/2/2006,1.97,79,88,75
IN012070800,"BOMBAY SANTACRUZ, IN",9/3/2006,0.2,80,86,
IN012070800,"BOMBAY SANTACRUZ, IN",9/4/2006,0.12,81,87,76
IN012070800,"BOMBAY SANTACRUZ, IN",9/5/2006,1.65,80,,76
IN012070800,"BOMBAY SANTACRUZ, IN",9/6/2006,1.34,79,86,75
IN012070800,"BOMBAY SANTACRUZ, IN",9/7/2006,0.39,81,88,77
IN012070800,"BOMBAY SANTACRUZ, IN",9/8/2006,0,82,89,77
IN012070800,"BOMBAY SANTACRUZ, IN",9/9/2006,,83,90,79
